id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
29659144,Home in Queenscliff · ★4.50 · 3 bedrooms · 4 beds · 1 bath,98096620,Queenscliffe,-38.27069,144.6448,Entire home/apt,410,2,28,10-09-2023,0.45,96,140,2
29662145,Cabin in Kennett River · ★5.0 · 1 bedroom · 2 beds · 1 bath,20785070,Colac Otway,-38.66992,143.85855,Entire home/apt,200,5,15,24-09-2023,0.41,1,29,3
29696199,Home in Ocean Grove · ★4.91 · 2 bedrooms · 3 beds · 1 bath,183872424,Greater Geelong,-38.26882,144.5268,Entire home/apt,250,2,99,06-11-2023,1.59,1,31,16
29698699,Home in Anglesea · ★5.0 · 3 bedrooms · 4 beds · 1 bath,81769437,Surf Coast,-38.40553,144.18032,Entire home/apt,350,2,16,25-01-2023,0.26,1,349,1
29739613,Home in Apollo Bay · ★4.77 · 2 bedrooms · 2 beds · 1 bath,23012645,Colac Otway,-38.75584,143.66493,Entire home/apt,638,2,223,21-12-2023,3.6,36,0,45
29744141,Home in Marengo · 4 bedrooms · 6 beds · 2 baths,206573201,Colac Otway,-38.77757,143.66171,Entire home/apt,300,1,1,02-01-2021,0.03,6,0,0
29759310,Home in Wye River · ★4.91 · 1 bedroom · 1 bed · 1 bath,221793145,Colac Otway,-38.62998,143.89485,Entire home/apt,275,3,64,30-11-2023,1.89,1,73,18
29764691,Home in Barwon Heads · ★4.38 · 3 bedrooms · 4 beds · 2 baths,27192016,Greater Geelong,-38.27548,144.49081,Entire home/apt,576,2,8,29-06-2023,0.24,40,338,1
29767815,Home in Ocean Grove · ★4.97 · 2 bedrooms · 3 beds · 1 bath,223967632,Greater Geelong,-38.26146,144.52696,Entire home/apt,314,2,29,10-04-2023,0.47,1,27,2
29804666,Guest suite in Torquay · ★4.90 · 1 bedroom · 1 bed · 1 bath,209189098,Surf Coast,-38.30255,144.32429,Entire home/apt,148,2,291,04-12-2023,4.68,2,0,32
29805782,Home in Port Fairy · ★4.31 · 2 bedrooms · 5 beds · 1.5 baths,57059061,Moyne,-38.37557,142.2428,Entire home/apt,611,2,81,07-11-2023,1.42,2,30,17
29829496,Townhouse in Torquay · ★4.91 · 3 bedrooms · 4 beds · 2.5 baths,215997000,Surf Coast,-38.33352,144.3192,Entire home/apt,683,1,53,02-12-2023,0.88,2,17,10
29831321,Guest suite in Lorne · ★4.66 · 1 bedroom · 1 bed · 1 bath,98384524,Surf Coast,-38.52282,143.98499,Entire home/apt,253,2,56,18-11-2023,0.9,30,299,6
29833922,Rental unit in Queenscliff · ★4.88 · 4 bedrooms · 6 beds · 2.5 baths,2159179,Queenscliffe,-38.268,144.661,Entire home/apt,537,2,113,09-12-2023,1.82,1,291,16
29834670,Boutique hotel in Terang · ★4.89 · 3 bedrooms · 4 beds · 1 shared bath,152687033,Corangamite,-38.2407,142.91979,Private room,400,3,35,29-12-2019,0.56,6,56,0
29834785,Rental unit in Warrnambool · ★4.70 · 1 bedroom · 2 beds · 1 bath,21655442,Warrnambool,-38.38871,142.48486,Entire home/apt,364,1,37,22-10-2023,0.63,3,22,6
29834931,Boutique hotel in Terang · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,152687033,Corangamite,-38.24074,142.92019,Private room,75,1,50,08-08-2023,0.82,6,356,18
29856884,Home in Ocean Grove · ★5.0 · 3 bedrooms · 7 beds · 1 bath,224545745,Greater Geelong,-38.26377,144.52446,Entire home/apt,310,7,6,09-01-2023,0.1,1,345,1
29860118,Home in Anglesea · ★4.92 · 2 bedrooms · 2 beds · 1 bath,65576735,Surf Coast,-38.40795,144.17786,Entire home/apt,259,1,87,18-12-2023,1.45,1,16,14
29860988,Home in Barwon Heads · ★4.75 · 4 bedrooms · 4 beds · 2 baths,26082897,Greater Geelong,-38.26529,144.49048,Entire home/apt,805,4,12,12-01-2020,0.2,1,0,0
29863385,Home in Coleraine · ★4.98 · 1 bedroom · 1 bed · 1 bath,224591292,Southern Grampians,-37.59732,141.69258,Entire home/apt,150,1,126,21-10-2023,2.03,1,91,22
29880289,Tent in Ocean Grove · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,68450602,Greater Geelong,-38.2579,144.52822,Private room,136,2,56,10-07-2023,0.92,3,356,8
29896503,Rental unit in Warrnambool · ★4.76 · 3 bedrooms · 4 beds · 2 baths,39302741,Warrnambool,-38.38571,142.48119,Entire home/apt,694,1,80,03-12-2023,1.3,2,55,16
29907922,Home in Ocean Grove · 4 bedrooms · 5 beds · 2 baths,26180660,Greater Geelong,-38.27026,144.51811,Entire home/apt,825,7,0,,0.38,1,173,0
29908435,Serviced apartment in Warrnambool · ★4.98 · 2 bedrooms · 5 beds · 1 bath,155502406,Warrnambool,-38.38782,142.52654,Entire home/apt,400,2,84,20-12-2023,1.35,1,309,11
29923965,Home in Wye River · ★4.91 · 2 bedrooms · 3 beds · 2 baths,12398562,Colac Otway,-38.63107,143.88699,Entire home/apt,350,2,114,21-12-2023,1.87,8,310,20
29934043,Home in Ocean Grove · ★4.89 · 3 bedrooms · 7 beds · 2 baths,202409025,Greater Geelong,-38.26582,144.51869,Entire home/apt,431,2,27,08-04-2023,0.44,1,342,3
29946752,Farm stay in Mooralla · ★4.98 · 1 bedroom · 1 bed · 1 bath,195366139,Southern Grampians,-37.42355,142.17398,Entire home/apt,220,2,52,07-11-2023,0.86,2,149,7
29950030,Guesthouse in Warrnambool · ★4.94 · 1 bedroom · 1 bed · 1 bath,4485993,Warrnambool,-38.38755,142.49783,Entire home/apt,200,2,132,12-12-2023,2.15,2,0,15
29951480,Home in Point Lonsdale · ★4.70 · 4 bedrooms · 4 beds · 3.5 baths,64345149,Greater Geelong,-38.27019,144.61049,Entire home/apt,250,5,10,12-01-2022,0.16,1,0,0
29963450,Home in Anglesea · ★4.87 · 3 bedrooms · 6 beds · 2 baths,225282731,Surf Coast,-38.39914,144.19037,Entire home/apt,400,2,53,18-09-2023,0.87,1,340,10
29966625,Home in Marengo · ★4.79 · 3 bedrooms · 5 beds · 1 bath,23012645,Colac Otway,-38.77791,143.66083,Entire home/apt,550,2,148,20-12-2023,2.42,36,324,26
29970444,Tiny home in Freshwater Creek · ★4.91 · 1 bedroom · 1 bed · 1 bath,49970430,Surf Coast,-38.26708,144.28042,Entire home/apt,110,1,316,25-12-2023,5.07,3,231,70
29972967,Home in Princetown · ★4.61 · 3 bedrooms · 6 beds · 1 bath,32801764,Corangamite,-38.69445,143.1563,Entire home/apt,214,2,99,15-12-2023,1.62,2,331,25
29989921,Guest suite in Portarlington · ★4.69 · 1 bedroom · 3 beds · 1 bath,10036665,Greater Geelong,-38.11438,144.66268,Entire home/apt,150,2,68,06-11-2023,1.1,1,216,7
29995183,Home in Warrnambool · ★4.98 · 4 bedrooms · 4 beds · 2 baths,68601670,Warrnambool,-38.38747,142.48365,Entire home/apt,295,2,49,07-11-2023,0.79,112,138,6
29997481,Home in Cape Bridgewater · ★4.95 · 3 bedrooms · 4 beds · 2 baths,50623064,Glenelg,-38.36943,141.40172,Entire home/apt,243,2,87,09-12-2023,1.43,1,319,14
30000112,Cabin in Anakie · ★4.84 · 2 bedrooms · 2 beds · 1 bath,225507687,Greater Geelong,-37.9137,144.23454,Entire home/apt,421,2,50,24-09-2023,0.82,3,348,11
30000839,Home in Indented Head · 3 bedrooms · 6 beds · 1 bath,225523409,Greater Geelong,-38.13884,144.70829,Entire home/apt,307,2,0,,1.5,1,1,0
30017173,Home in Port Fairy · ★4.77 · 2 bedrooms · 2 beds · 3 baths,68601670,Moyne,-38.38603,142.24019,Entire home/apt,347,2,13,14-08-2023,0.22,112,110,2
30021304,Cottage in Queenscliff · ★4.96 · 4 bedrooms · 8 beds · 2 baths,7189641,Queenscliffe,-38.26471,144.66037,Entire home/apt,520,2,24,05-01-2023,0.4,1,80,1
30028252,Home in Lorne · ★4.40 · 3 bedrooms · 6 beds · 2 baths,4020063,Surf Coast,-38.53928,143.97278,Entire home/apt,650,2,5,18-04-2022,0.08,2,327,0
30029212,Cottage in Melville Forest · ★4.82 · 5 bedrooms · 8 beds · 1 bath,107945804,Southern Grampians,-37.45098,141.83713,Entire home/apt,146,2,11,11-11-2023,2.31,1,122,11
30047744,Home in Anglesea · 3 bedrooms · 4 beds · 2 baths,98362024,Surf Coast,-38.426701,144.17334,Entire home/apt,450,2,1,18-11-2021,0.04,113,330,0
30051393,Home in Torquay · ★4.93 · 4 bedrooms · 7 beds · 2.5 baths,146428419,Surf Coast,-38.32982,144.32338,Entire home/apt,640,1,149,14-12-2023,2.45,2,0,43
30067835,Home in Marengo · ★4.52 · 3 bedrooms · 4 beds · 1.5 baths,84586909,Colac Otway,-38.776604,143.6586,Entire home/apt,420,2,21,10-04-2023,0.35,587,165,1
30069951,Home in Lorne · ★4.13 · 2 bedrooms · 3 beds · 1 bath,98384524,Surf Coast,-38.53679,143.97253,Entire home/apt,385,2,30,15-10-2023,0.49,30,297,7
30072329,Home in Torquay · ★4.83 · 3 bedrooms · 3 beds · 2 baths,225258195,Surf Coast,-38.3312,144.30879,Entire home/apt,632,3,12,18-05-2022,0.25,1,185,0
30091831,Home in Point Lonsdale · ★4.50 · 4 bedrooms · 5 beds · 2 baths,98096620,Greater Geelong,-38.268452,144.6129,Entire home/apt,410,2,10,14-05-2022,0.16,96,149,0
30110567,Guesthouse in Drumcondra · ★4.88 · 1 bedroom · 2 beds · 1 bath,1913737,Greater Geelong,-38.13219,144.35524,Entire home/apt,159,3,134,24-12-2023,2.16,2,70,34
30110648,Cottage in Beech Forest · ★4.91 · 3 bedrooms · 4 beds · 2 baths,131753672,Colac Otway,-38.63791,143.57179,Entire home/apt,280,2,64,17-12-2023,1.05,1,339,10
30117082,Home in Bell Post Hill · ★4.50 · 3 bedrooms · 4 beds · 1 bath,51784844,Greater Geelong,-38.09763,144.32884,Entire home/apt,295,1,98,25-08-2023,1.58,4,155,7
30129966,Home in Torquay · 4 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.3098055,144.3328093,Entire home/apt,306,2,0,,2.77,587,0,0
30160931,Bungalow in Gellibrand Lower · ★4.99 · Studio · 2 beds · 1 bath,226601255,Corangamite,-38.71916,143.24599,Entire home/apt,339,2,140,10-12-2023,2.29,1,0,35
30162778,Home in Hamlyn Heights · ★4.62 · 2 bedrooms · 3 beds · 1.5 baths,98764725,Greater Geelong,-38.12606,144.32811,Entire home/apt,276,7,13,28-01-2020,0.21,1,84,0
30182611,Guest suite in Ocean Grove · ★4.97 · 1 bedroom · 1 bed · 1 bath,92373052,Greater Geelong,-38.26128,144.51373,Entire home/apt,250,1,431,22-12-2023,7.01,1,53,78
30183155,Guesthouse in Apollo Bay · ★4.90 · 1 bedroom · 1 bed · 1 bath,226743604,Colac Otway,-38.75926,143.66671,Entire home/apt,280,1,595,24-12-2023,9.6,1,30,130
30209333,Home in Apollo Bay · ★4.53 · 2 bedrooms · 4 beds · 1 bath,22462033,Colac Otway,-38.75362,143.66727,Entire home/apt,110,2,115,26-12-2023,1.91,1,0,17
30211573,Home in Barwon Heads · ★5.0 · 4 bedrooms · 4 beds · 3 baths,85017998,Greater Geelong,-38.27701,144.49066,Entire home/apt,800,3,18,09-04-2023,0.3,2,30,2
30212112,Farm stay in Woolsthorpe · ★4.96 · 2 bedrooms · 3 beds · 1 bath,226916471,Moyne,-38.22443,142.41,Entire home/apt,287,2,142,23-12-2023,2.43,1,1,21
30233055,Home in Fairhaven · 3 bedrooms · 3 beds · 2 baths,98362024,Surf Coast,-38.465485,144.083755,Entire home/apt,495,5,0,,1.03,113,179,0
30235659,Guest suite in Marengo · ★4.50 · 2 bedrooms · 3 beds · 1 bath,159878976,Colac Otway,-38.77867,143.66018,Entire home/apt,533,1,6,28-12-2022,0.11,14,6,1
30253110,Home in Anglesea · ★4.72 · 2 bedrooms · 2 beds · 1.5 baths,5728459,Surf Coast,-38.40814,144.16908,Entire home/apt,280,2,43,25-12-2023,0.71,1,151,23
30257987,Home in Torquay · ★4.82 · 4 bedrooms · 7 beds · 2 baths,102402506,Surf Coast,-38.31156,144.32867,Entire home/apt,243,6,11,09-01-2022,0.18,1,0,0
30258765,Home in Warrnambool · ★4.99 · 2 bedrooms · 2 beds · 1 bath,214935639,Warrnambool,-38.39255,142.46819,Entire home/apt,450,2,161,20-12-2023,2.79,1,274,32
30261606,Place to stay in Princetown · ★4.57 · 1 bedroom · 3 beds · 1 bath,32801764,Corangamite,-38.69418,143.15629,Entire home/apt,131,2,107,21-12-2023,2.19,2,341,25
30291186,Home in Ocean Grove · ★4.29 · 3 bedrooms · 3 beds · 1 bath,227506490,Greater Geelong,-38.26542,144.53171,Entire home/apt,230,2,17,26-12-2020,0.28,1,329,0
30295364,Hut in Cape Otway · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,13173774,Colac Otway,-38.83534,143.51038,Private room,93,1,197,27-11-2023,3.23,8,265,13
30296456,Rental unit in Port Fairy · ★4.80 · 3 bedrooms · 4 beds · 1 bath,149491738,Moyne,-38.39113,142.22619,Entire home/apt,306,1,20,06-11-2023,0.33,97,56,6
30296896,Cabin in Cape Otway · ★4.78 · 3 bedrooms · 5 beds · 1 bath,13173774,Colac Otway,-38.8334,143.51162,Entire home/apt,303,1,65,29-11-2023,1.08,8,213,11
30298143,Home in Ocean Grove · ★5.0 · 1 bedroom · 1 bed · 1 private bath,31181898,Greater Geelong,-38.2626,144.51636,Private room,450,1,8,15-03-2020,0.16,1,0,0
30333056,Home in Lorne · ★4.89 · 4 bedrooms · 5 beds · 2 baths,32797761,Surf Coast,-38.53283,143.97009,Entire home/apt,960,2,76,01-12-2023,1.25,23,309,6
30377684,Home in Aireys Inlet · ★4.47 · 2 bedrooms · 3 beds · 1 bath,98362024,Surf Coast,-38.46364,144.10578,Entire home/apt,375,2,15,23-06-2022,0.26,113,338,0
30385619,Home in Ocean Grove · 3 bedrooms · 2 beds · 2 baths,153295575,Greater Geelong,-38.26547,144.54648,Entire home/apt,500,7,2,03-01-2021,0.04,1,79,0
30388921,Home in Point Lonsdale · ★4.94 · 4 bedrooms · 5 beds · 2.5 baths,90134125,Queenscliffe,-38.27817,144.60982,Entire home/apt,499,2,34,05-02-2023,0.56,1,156,1
30425239,Home in Marengo · ★4.60 · 4 bedrooms · 6 beds · 2 baths,206573201,Colac Otway,-38.7775,143.6613,Entire home/apt,1114,1,329,09-12-2023,5.39,6,21,83
30450357,Home in Cooriemungle · ★4.74 · 3 bedrooms · 4 beds · 1 bath,89248162,Corangamite,-38.56235,143.23454,Entire home/apt,184,1,70,08-12-2023,1.16,1,62,17
30452691,Home in Queenscliff · ★4.97 · 3 bedrooms · 6 beds · 2 baths,5203789,Queenscliffe,-38.27283,144.62871,Entire home/apt,900,2,32,26-11-2023,0.52,1,336,6
30454540,Home in Barwon Heads · ★5.0 · 4 bedrooms · 5 beds · 2 baths,8696726,Greater Geelong,-38.27514,144.48585,Entire home/apt,986,2,29,08-09-2022,0.48,1,11,0
30485181,Home in Lorne · ★4.81 · 2 bedrooms · 2 beds · 2.5 baths,32797761,Surf Coast,-38.533447,143.970963,Entire home/apt,598,2,131,25-12-2023,2.13,23,314,29
30488963,Home in Barwon Heads · ★4.76 · 4 bedrooms · 8 beds · 3 baths,228829785,Greater Geelong,-38.27598,144.48996,Entire home/apt,750,2,92,27-08-2023,1.52,2,335,7
30514250,Home in Lorne · ★4.86 · 3 bedrooms · 4 beds · 1 bath,56936033,Surf Coast,-38.5274,143.98073,Entire home/apt,274,2,141,22-11-2023,2.36,1,82,21
30517817,Home in Torquay · ★New · 5 bedrooms · 7 beds · 3 baths,229015135,Surf Coast,-38.32453526,144.3109254,Entire home/apt,754,2,0,,2.95,1,9,0
30536323,Home in Anglesea · 3 bedrooms · 4 beds · 2 baths,98362024,Surf Coast,-38.4081935,144.1682345,Entire home/apt,550,2,0,,0.62,113,56,0
30541604,Guest suite in Armstrong Creek · ★4.98 · 1 bedroom · 1 bath,8681275,Greater Geelong,-38.23997,144.35892,Entire home/apt,129,2,45,30-03-2023,0.74,1,162,5
30561558,Home in Fairhaven · ★4.80 · 3 bedrooms · 6 beds · 2 baths,38646107,Surf Coast,-38.46179,144.09245,Entire home/apt,600,10,5,04-01-2022,0.08,1,0,0
30566790,Home in Drumcondra · 5 bedrooms · 5 beds · 2.5 baths,1913737,Greater Geelong,-38.13199,144.35601,Entire home/apt,2000,7,0,,2.72,2,249,0
30566793,Home in Barwon Heads · ★4.95 · 3 bedrooms · 5 beds · 2.5 baths,77049668,Greater Geelong,-38.27992,144.48743,Entire home/apt,675,2,110,03-12-2023,1.81,11,250,19
30570142,Rental unit in Lorne · ★4.14 · 2 bedrooms · 2 beds · 2 baths,84586909,Surf Coast,-38.53856,143.9749,Entire home/apt,496,2,7,18-02-2022,0.13,587,125,0
30589577,Home in Ocean Grove · ★4.89 · 4 bedrooms · 7 beds · 2 baths,133323648,Greater Geelong,-38.26764,144.53301,Entire home/apt,1000,2,63,16-12-2023,1.1,1,339,12
30591102,Home in Torquay · ★4.87 · 4 bedrooms · 13 beds · 3.5 baths,26147953,Surf Coast,-38.33067,144.31838,Entire home/apt,675,2,82,26-11-2023,1.4,20,311,15
30696022,Home in Torquay · ★4.90 · 6 bedrooms · 6 beds · 3 baths,154131564,Surf Coast,-38.31185,144.28569,Entire home/apt,450,2,10,21-01-2023,0.18,4,0,1
30697421,Rental unit in Torquay · ★4.98 · 1 bedroom · 1 bed · 1 private bath,154131564,Surf Coast,-38.31394,144.28544,Private room,150,1,43,21-05-2023,0.72,4,148,13
30703476,Cabin in Cape Otway · ★4.86 · 1 bedroom · 2 beds · 1 bath,13173774,Colac Otway,-38.83543,143.51123,Entire home/apt,303,1,28,29-03-2023,0.47,8,229,1
30711466,Cabin in Cape Otway · ★4.86 · 2 bedrooms · 1 bed · 0 baths,13173774,Colac Otway,-38.83518,143.5107,Entire home/apt,167,1,174,23-11-2023,2.91,8,251,23
30754760,Guest suite in Hamilton · ★4.75 · 1 bedroom · 1 bed · 1 private bath,98719053,Southern Grampians,-37.73789,142.03352,Private room,206,1,4,05-04-2021,0.08,1,254,0
30778123,Guest suite in Bushfield · ★4.98 · 2 bedrooms · 2 beds · 1 bath,39482571,Warrnambool,-38.31385,142.50428,Entire home/apt,303,2,88,17-04-2022,1.47,1,0,0
30801294,Home in Dunkeld · ★4.63 · 4 bedrooms · 7 beds · 3.5 baths,230436070,Southern Grampians,-37.65031,142.3401,Entire home/apt,666,2,24,19-11-2023,0.39,1,158,4
30886951,Rental unit in Ocean Grove · ★4.91 · 1 bedroom · 2 beds · 1 bath,34076046,Greater Geelong,-38.26914,144.54205,Entire home/apt,253,1,248,15-12-2023,4.05,1,141,49
30889234,Cottage in Skenes Creek · ★4.93 · 2 bedrooms · 2 beds · 1 bath,230846821,Colac Otway,-38.72022,143.71819,Entire home/apt,280,2,401,16-12-2023,6.57,1,59,56
30889381,Home in Armstrong Creek · ★5.0 · 4 bedrooms · 3 beds · 2 baths,230847779,Greater Geelong,-38.24051,144.3654,Entire home/apt,614,10,3,08-04-2023,0.06,1,149,2
30892404,Home in Port Fairy · ★4.86 · 5 bedrooms · 6 beds · 1 bath,103497413,Moyne,-38.37482,142.22565,Entire home/apt,580,2,94,19-10-2023,1.64,1,346,12
30913344,Rental unit in Ocean Grove · ★5.0 · 3 bedrooms · 6 beds · 1 bath,11189908,Greater Geelong,-38.26518,144.52156,Entire home/apt,1114,5,5,26-01-2021,0.08,1,0,0
30915310,Cottage in Johanna · ★4.95 · 2 bedrooms · 2 beds · 1 bath,13009658,Colac Otway,-38.7385,143.41686,Entire home/apt,479,2,19,29-10-2023,0.37,3,299,7
30939916,Home in Barwon Heads · ★4.60 · 3 bedrooms · 3 beds · 2 baths,225459189,Greater Geelong,-38.28094,144.48834,Entire home/apt,360,5,5,06-01-2021,0.1,17,9,0
30940385,Home in Ocean Grove · ★4.13 · 3 bedrooms · 3 beds · 1 bath,225459189,Greater Geelong,-38.25757,144.5236,Entire home/apt,242,2,8,23-01-2021,0.16,17,336,0
30961516,Home in Torquay · ★4.60 · 3 bedrooms · 5 beds · 2 baths,51748440,Surf Coast,-38.3298777,144.3134401,Entire home/apt,477,2,5,25-04-2021,0.13,136,360,0
30965255,Home in Lorne · ★4.71 · 3 bedrooms · 6 beds · 3 baths,84586909,Surf Coast,-38.5394,143.96962,Entire home/apt,447,2,14,07-10-2023,0.23,587,132,1
30999669,Home in Wye River · ★4.48 · 2 bedrooms · 3 beds · 1 bath,98384524,Colac Otway,-38.63074,143.88818,Entire home/apt,443,2,75,11-11-2023,1.24,30,278,8
31007343,Rental unit in Lorne · ★4.82 · 2 bedrooms · 3 beds · 1 bath,32797761,Surf Coast,-38.5412,143.97612,Entire home/apt,564,1,50,19-11-2023,0.84,23,317,13
31038239,Home in Indented Head · ★5.0 · 1 bedroom · 1 bed · 1 private bath,120315647,Greater Geelong,-38.14374,144.70318,Private room,143,2,28,18-04-2022,0.46,1,85,0
31040169,Home in Jan Juc · ★4.79 · 3 bedrooms · 4 beds · 1 bath,82448186,Surf Coast,-38.34648,144.30266,Entire home/apt,280,3,14,29-03-2020,0.23,1,0,0
31074010,Home in Wye River · ★4.89 · 3 bedrooms · 5 beds · 2 baths,129562,Colac Otway,-38.6328681,143.8940783,Entire home/apt,1414,2,76,01-12-2023,1.27,47,320,13
31074480,Home in Torquay · ★4.66 · 7 bedrooms · 8 beds · 2 baths,51748440,Surf Coast,-38.327831,144.32077,Entire home/apt,1522,2,32,27-11-2023,0.56,136,331,11
31075472,Rental unit in Allestree · ★4.68 · 2 bedrooms · 5 beds · 1 bath,129068180,Glenelg,-38.28407,141.64846,Entire home/apt,151,1,75,23-11-2023,1.23,4,291,12
31086879,Home in Kennett River · ★4.93 · 3 bedrooms · 6 beds · 1.5 baths,35243355,Colac Otway,-38.66942,143.86015,Entire home/apt,400,2,14,22-11-2023,0.24,1,155,3
31105689,Boutique hotel in Terang · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,152687033,Corangamite,-38.24073,142.9194,Private room,125,2,4,05-05-2023,0.07,6,357,2
31111558,Home in Portland · ★4.62 · 4 bedrooms · 5 beds · 2 baths,232499284,Glenelg,-38.30326,141.52853,Entire home/apt,531,2,39,01-10-2023,0.71,1,176,8
31123999,Home in Port Fairy · ★4.83 · 4 bedrooms · 5 beds · 2 baths,68601670,Moyne,-38.38564,142.23023,Entire home/apt,301,2,23,19-12-2023,0.38,112,115,2
31129448,Home in Port Fairy · ★4.80 · 5 bedrooms · 5 beds · 2 baths,68601670,Moyne,-38.39209,142.2173,Entire home/apt,402,2,59,16-10-2023,1,112,141,7
31132972,Cottage in Geelong · ★4.93 · 3 bedrooms · 3 beds · 1 bath,129482858,Greater Geelong,-38.15978,144.36362,Entire home/apt,246,1,397,23-11-2023,6.57,1,0,78
31151203,Home in Allestree · ★4.86 · 3 bedrooms · 3 beds · 1 bath,232840572,Glenelg,-38.2906,141.63956,Entire home/apt,267,2,22,15-10-2023,0.37,1,340,3
31156510,Cabin in Cape Otway · ★4.80 · 1 bedroom · 2 beds · 1 bath,13173774,Colac Otway,-38.83715,143.51133,Entire home/apt,310,1,40,21-11-2023,0.67,8,233,7
31225610,Rental unit in Warrnambool · ★4.67 · 3 bedrooms · 5 beds · 1 bath,52055733,Warrnambool,-38.38439,142.48077,Entire home/apt,550,1,9,01-01-2023,0.25,4,158,2
31274918,Cottage in Portland · ★4.93 · 2 bedrooms · 2 beds · 1 bath,128960032,Glenelg,-38.34904,141.60237,Entire home/apt,160,2,159,21-12-2023,2.66,1,340,40
