id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
27313386,Rental unit in Geelong West · ★4.97 · 1 bedroom · 1 bed · 1 bath,30534762,Greater Geelong,-38.14516,144.349,Entire home/apt,150,3,62,26-11-2023,0.95,4,319,11
27316420,Home in Torquay · 3 bedrooms · 3 beds · 2 baths,57066902,Surf Coast,-38.30757,144.33972,Entire home/apt,180,10,1,03-01-2022,0.04,1,0,0
27369725,Home in Peterborough · ★4.94 · 4 bedrooms · 7 beds · 2.5 baths,205792545,Moyne,-38.59991,142.86015,Entire home/apt,842,1,94,12-11-2023,1.47,1,168,19
27438001,Home in Point Lonsdale · ★4.90 · 3 bedrooms · 4 beds · 2 baths,98096620,Queenscliffe,-38.28602,144.60502,Entire home/apt,489,2,40,13-03-2023,0.62,96,157,1
27446038,Home in Barwon Heads · ★4.95 · 4 bedrooms · 4 beds · 3 baths,10559514,Greater Geelong,-38.26779,144.49975,Entire home/apt,1686,2,21,25-11-2023,0.32,1,329,5
27469756,Bungalow in East Geelong · ★4.71 · 1 bedroom · 2 beds · 1 bath,113930917,Greater Geelong,-38.15646,144.3741,Entire home/apt,106,1,79,04-11-2023,1.24,25,0,13
27469954,Home in Aireys Inlet · ★4.91 · 4 bedrooms · 8 beds · 2.5 baths,163131049,Surf Coast,-38.4573,144.10524,Entire home/apt,921,2,34,25-11-2023,0.54,1,336,5
27471462,Rental unit in Warrnambool · ★4.70 · 4 bedrooms · 4 beds · 1.5 baths,153454176,Warrnambool,-38.37914,142.48092,Entire home/apt,210,2,164,12-11-2023,2.51,1,0,35
27491441,Home in Terang · ★4.94 · 4 bedrooms · 4 beds · 2 baths,45788147,Corangamite,-38.2397,142.91866,Entire home/apt,200,2,71,02-12-2023,1.09,3,259,10
27495453,Rental unit in Marengo · ★4.80 · 1 bedroom · 1 bed · 1 bath,207249864,Colac Otway,-38.77863,143.66069,Entire home/apt,770,1,53,14-11-2023,0.83,6,0,7
27495866,Rental unit in Marengo · ★4.76 · 2 bedrooms · 3 beds · 1 bath,207249864,Colac Otway,-38.77831,143.66222,Entire home/apt,707,1,265,10-12-2023,4.11,6,300,84
27496281,Rental unit in Marengo · ★4.81 · 2 bedrooms · 2 beds · 1 bath,207249864,Colac Otway,-38.7767,143.66161,Entire home/apt,737,1,43,07-12-2023,0.67,6,3,10
27497016,Home in Marengo · ★4.82 · 4 bedrooms · 6 beds · 2 baths,207249864,Colac Otway,-38.77738,143.66191,Entire home/apt,1190,1,217,09-12-2023,3.36,6,312,73
27506513,Home in Torquay · ★4.86 · 3 bedrooms · 5 beds · 2 baths,39575129,Surf Coast,-38.32543,144.32313,Entire home/apt,799,1,90,26-11-2023,1.38,1,163,13
27531770,Home in Point Lonsdale · ★4.92 · 4 bedrooms · 6 beds · 2.5 baths,207676808,Queenscliffe,-38.27639,144.61285,Entire home/apt,228,2,60,17-12-2023,0.93,1,194,9
27532888,Guesthouse in Ocean Grove · ★4.67 · Studio · 1 bed · 1 bath,22824596,Greater Geelong,-38.26805,144.53816,Entire home/apt,90,2,172,12-11-2023,2.64,1,11,14
27556295,Guesthouse in Warrnambool · ★4.88 · 1 bedroom · 1 bed · 1 bath,7923175,Warrnambool,-38.37842,142.49371,Entire home/apt,119,2,190,09-12-2023,2.91,1,323,29
27584354,Rental unit in Lorne · ★4.96 · 2 bedrooms · 3 beds · 2 baths,84586909,Surf Coast,-38.54835,143.98442,Entire home/apt,353,2,24,23-09-2023,0.39,587,145,1
27606274,Villa in MacArthur · ★4.38 · 8 bedrooms · 1 bed · 1 bath,156811269,Moyne,-38.0349,142.00227,Private room,135,2,13,11-11-2023,0.36,3,362,1
27613169,Home in Barwon Heads · ★4.80 · 5 bedrooms · 6 beds · 2 baths,208368806,Greater Geelong,-38.26479,144.48658,Entire home/apt,900,2,5,10-12-2022,0.08,1,86,0
27623536,Home in Marengo · ★4.84 · 4 bedrooms · 6 beds · 2 baths,207249864,Colac Otway,-38.77869,143.66103,Entire home/apt,892,1,98,11-12-2023,1.52,6,29,38
27636173,Home in Queenscliff · ★4.93 · 2 bedrooms · 2 beds · 1 bath,58929254,Queenscliffe,-38.26963,144.65097,Entire home/apt,295,2,121,15-11-2023,1.95,2,0,22
27636295,Rental unit in Port Campbell · ★4.80 · 1 bedroom · 3 beds · 1 bath,195047852,Corangamite,-38.61612,142.99929,Entire home/apt,290,1,30,21-11-2023,0.49,4,254,5
27641392,Rental unit in Port Campbell · ★4.80 · 2 bedrooms · 4 beds · 1 bath,195047852,Corangamite,-38.61769,143.0007,Entire home/apt,329,1,25,24-09-2023,0.41,4,279,4
27647215,Home in Barwon Heads · ★4.93 · 3 bedrooms · 5 beds · 2 baths,43631737,Greater Geelong,-38.27826,144.4832,Entire home/apt,547,3,70,26-12-2023,1.1,2,41,12
27648523,Home in Barwon Heads · ★4.20 · 3 bedrooms · 6 beds · 2 baths,27192016,Greater Geelong,-38.2777,144.48914,Entire home/apt,936,2,5,27-02-2022,0.14,40,225,0
27661473,Rental unit in Port Campbell · ★4.78 · 2 bedrooms · 3 beds · 1 bath,195047852,Corangamite,-38.61614,142.99879,Entire home/apt,449,1,80,22-12-2023,1.27,4,309,11
27668664,Home in Lorne · ★4.69 · 4 bedrooms · 6 beds · 3.5 baths,125321337,Surf Coast,-38.5187,143.98839,Entire home/apt,915,3,29,12-03-2023,0.48,1,358,3
27683955,Home in Torquay · ★4.97 · 4 bedrooms · 5 beds · 3 baths,208965693,Surf Coast,-38.33438,144.32321,Entire home/apt,613,1,138,06-12-2023,2.31,2,17,18
27685021,Townhouse in Geelong · ★4.87 · 3 bedrooms · 4 beds · 1.5 baths,190548651,Greater Geelong,-38.1498,144.36891,Entire home/apt,205,2,233,09-12-2023,3.68,2,0,27
27706317,Rental unit in Geelong · ★4.52 · 1 bedroom · 1 bed · 2.5 shared baths,168066985,Greater Geelong,-38.15121,144.36138,Private room,42,2,92,09-12-2023,1.44,42,347,10
27708966,Townhouse in Lorne · ★4.48 · 2 bedrooms · 3 beds · 1 bath,84586909,Surf Coast,-38.54127,143.97317,Entire home/apt,312,2,29,25-04-2023,0.45,587,124,1
27760229,Home in Aireys Inlet · ★4.75 · 3 bedrooms · 5 beds · 1 bath,173429646,Surf Coast,-38.4538,144.11111,Entire home/apt,179,2,153,04-12-2023,2.35,43,56,26
27772216,Home in Skenes Creek North · ★4.79 · 3 bedrooms · 5 beds · 2 baths,110918301,Colac Otway,-38.68503,143.7189,Entire home/apt,601,1,107,21-12-2023,1.71,2,123,28
27790176,Home in Ocean Grove · ★4.97 · 3 bedrooms · 5 beds · 1.5 baths,56305494,Greater Geelong,-38.26035,144.55289,Entire home/apt,180,2,91,02-12-2023,1.43,1,313,13
27835250,Home in Ocean Grove · ★4.67 · 4 bedrooms · 4 beds · 2 baths,210199207,Greater Geelong,-38.26017,144.5534,Entire home/apt,495,10,3,04-01-2023,0.05,1,9,1
27855198,Cabin in Ocean Grove · ★4.96 · 1 bedroom · 3 beds · 1 bath,23311742,Greater Geelong,-38.25325,144.52597,Entire home/apt,399,2,112,20-08-2023,1.75,2,76,9
27877741,Home in Dunkeld · ★4.89 · 2 bedrooms · 3 beds · 1 bath,35125999,Southern Grampians,-37.60081,142.32229,Entire home/apt,537,2,18,03-07-2023,0.37,4,312,3
27881717,Vacation home in Culla · ★4.98 · 2 bedrooms · 3 beds · 1.5 baths,154769342,Southern Grampians,-37.21863,141.50569,Entire home/apt,135,1,82,22-11-2023,1.28,1,348,14
27886800,Home in Barwon Heads · ★5.0 · 4 bedrooms · 5 beds · 3.5 baths,193937992,Greater Geelong,-38.27592,144.49461,Entire home/apt,1350,4,20,18-09-2023,0.35,3,64,7
27906613,Home in Dunkeld · ★4.78 · 1 bedroom · 1 bed · 1 bath,35125999,Southern Grampians,-37.6155,142.32472,Entire home/apt,472,2,23,30-12-2022,0.36,4,293,1
27909323,Home in Lorne · ★4.76 · 4 bedrooms · 6 beds · 2 baths,32797761,Surf Coast,-38.5471,143.98412,Entire home/apt,941,2,66,16-12-2023,1.04,23,311,12
27952261,Bungalow in Portarlington · ★4.92 · 1 bedroom · 2 beds · 1 bath,73825389,Greater Geelong,-38.12204,144.62798,Entire home/apt,180,1,12,11-01-2023,0.19,1,155,1
28015514,Townhouse in Lorne · ★4.39 · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.54669,143.97935,Entire home/apt,377,2,31,11-09-2023,0.49,587,31,1
28040749,Cottage in Lara · ★4.98 · 2 bedrooms · 3 beds · 1 bath,211808422,Greater Geelong,-38.00816,144.40862,Entire home/apt,256,1,165,02-12-2023,2.59,3,0,30
28072783,Guest suite in Torquay · ★4.95 · 2 bedrooms · 4 beds · 1 bath,11049887,Surf Coast,-38.29452,144.33081,Entire home/apt,417,2,143,07-12-2023,2.28,1,20,11
28092518,Guest suite in Belmont · ★4.76 · 2 bedrooms · 5 beds · 1 shared bath,13515127,Greater Geelong,-38.17085,144.32781,Private room,148,1,49,26-12-2023,0.77,1,165,14
28108666,Home in Torquay · 3 bedrooms · 4 beds · 2 baths,51748440,Surf Coast,-38.33606,144.321426,Entire home/apt,530,2,0,,0.83,136,21,0
28140423,Home in Indented Head · 4 bedrooms · 5 beds · 3 baths,133512549,Greater Geelong,-38.13257,144.70534,Entire home/apt,380,3,1,04-01-2019,0.02,5,3,0
28161613,Home in Anglesea · ★4.92 · 3 bedrooms · 6 beds · 1 bath,58270484,Surf Coast,-38.42413,144.17263,Entire home/apt,281,2,151,09-12-2023,2.36,1,93,20
28165188,Home in Newtown · ★4.71 · 4 bedrooms · 6 beds · 2 baths,113930917,Greater Geelong,-38.14938,144.3497,Entire home/apt,360,2,133,25-11-2023,2.07,25,347,28
28170433,Rental unit in Portarlington · ★4.61 · 2 bedrooms · 2 beds · 1 bath,24250669,Greater Geelong,-38.11995,144.63661,Entire home/apt,180,1,139,09-12-2023,2.28,1,256,26
28188010,Rental unit in Lorne · ★4.56 · 2 bedrooms · 3 beds · 1 bath,32797761,Surf Coast,-38.54739,143.986,Entire home/apt,477,2,96,07-12-2023,1.5,23,250,18
28188627,Bungalow in Warrnambool · ★4.96 · 3 bedrooms · 3 beds · 1 bath,9338807,Warrnambool,-38.39732,142.50849,Entire home/apt,650,2,56,25-12-2023,0.89,1,327,9
28194036,Home in Moggs Creek · ★4.83 · 4 bedrooms · 7 beds · 3.5 baths,10222443,Surf Coast,-38.46286,144.06752,Entire home/apt,950,4,23,30-09-2023,0.38,1,319,2
28212588,Home in Ocean Grove · ★4.67 · 3 bedrooms · 3 beds · 2 baths,3276049,Greater Geelong,-38.2631,144.53857,Entire home/apt,594,2,15,18-01-2022,0.23,1,5,0
28257026,Condo in Newtown · ★4.47 · 2 bedrooms · 2 beds · 2 baths,1608289,Greater Geelong,-38.15808,144.34674,Entire home/apt,410,1,103,25-11-2023,1.62,1,0,17
28257086,Cottage in Port Fairy · ★4.67 · 1 bedroom · 1 bed · 1 bath,23957321,Moyne,-38.37315,142.23027,Entire home/apt,120,1,423,05-06-2023,6.58,4,153,29
28269100,Guesthouse in Jan Juc · ★4.96 · 1 bedroom · 1 bed · 1 bath,55386529,Surf Coast,-38.34596,144.30131,Entire home/apt,312,3,221,02-12-2023,3.44,1,0,13
28289396,Cottage in Port Fairy · ★4.70 · 1 bedroom · 1 bed · 1 bath,23957321,Moyne,-38.37315,142.23027,Entire home/apt,120,1,437,05-10-2023,6.79,4,155,71
28297067,Home in Port Campbell · ★4.60 · 3 bedrooms · 4 beds · 1 bath,158373639,Corangamite,-38.62134,142.99511,Entire home/apt,601,2,45,03-07-2022,0.7,17,0,0
28314395,Rental unit in Port Fairy · ★4.98 · 3 bedrooms · 5 beds · 2 baths,213433553,Moyne,-38.38171,142.23157,Entire home/apt,948,2,61,13-11-2023,0.98,5,306,6
28315992,Rental unit in Port Fairy · ★4.96 · 1 bedroom · 2 beds · 1 bath,213433553,Moyne,-38.3821,142.23221,Entire home/apt,603,2,155,07-12-2023,2.48,5,299,31
28324523,Home in Jan Juc · ★4.73 · 4 bedrooms · 8 beds · 2 baths,133883651,Surf Coast,-38.338,144.29925,Entire home/apt,950,2,64,04-12-2023,1,1,39,11
28342580,Townhouse in Torquay · ★4.96 · 3 bedrooms · 3 beds · 2 baths,51678707,Surf Coast,-38.33229,144.32056,Entire home/apt,624,2,92,17-10-2023,1.44,153,229,15
28390307,Townhouse in Ocean Grove · ★5.0 · 3 bedrooms · 3 beds · 3 baths,214337132,Greater Geelong,-38.27082,144.54657,Entire home/apt,135,2,9,08-03-2020,0.15,1,0,0
28392383,Home in Anglesea · ★4.93 · 3 bedrooms · 3 beds · 2 baths,133204698,Surf Coast,-38.40496,144.19527,Entire home/apt,600,7,27,16-04-2023,0.44,1,164,6
28416077,Home in Ocean Grove · ★4.92 · 3 bedrooms · 5 beds · 2 baths,214539487,Greater Geelong,-38.25775,144.53744,Entire home/apt,220,4,12,11-01-2023,0.19,1,128,1
28448518,Guest suite in Wandana Heights · ★4.73 · 1 bedroom · 1 bed · 1 bath,38419035,Greater Geelong,-38.17422,144.30861,Entire home/apt,86,2,244,14-12-2023,3.85,3,175,27
28467256,Rental unit in Port Fairy · ★4.92 · 2 bedrooms · 3 beds · 1 bath,213433553,Moyne,-38.38222,142.23178,Entire home/apt,603,2,195,07-12-2023,3.14,5,294,40
28475492,Home in Clifton Springs · ★4.96 · 2 bedrooms · 2 beds · 1 bath,214950033,Greater Geelong,-38.15749,144.55414,Entire home/apt,254,2,70,02-12-2023,1.1,2,62,13
28495548,Home in Anglesea · ★4.88 · 1 bedroom · 1 bed · 1 bath,4282972,Surf Coast,-38.41397,144.17155,Entire home/apt,319,2,69,28-10-2023,1.08,1,71,12
28500405,Cottage in Johanna · ★4.99 · 2 bedrooms · 3 beds · 1 bath,215126632,Colac Otway,-38.74593,143.41186,Entire home/apt,334,2,88,15-12-2023,1.44,1,51,15
28527150,Home in Marengo · ★4.88 · 4 bedrooms · 5 beds · 2 baths,207249864,Colac Otway,-38.77846,143.66214,Entire home/apt,657,1,16,27-09-2023,0.25,6,6,3
28567554,Home in Portarlington · ★4.95 · 3 bedrooms · 3 beds · 1 bath,80133820,Greater Geelong,-38.116375,144.665695,Entire home/apt,320,3,41,12-06-2023,1.69,1,0,12
28594243,Rental unit in Anglesea · ★4.56 · 2 bedrooms · 4 beds · 1 bath,103913648,Surf Coast,-38.40778,144.1852,Entire home/apt,850,1,34,25-08-2023,0.55,13,352,1
28595071,Rental unit in Anglesea · ★4.33 · 2 bedrooms · 4 beds · 1 bath,103913648,Surf Coast,-38.40778,144.1852,Entire home/apt,836,1,60,10-12-2023,0.96,13,350,35
28595867,Rental unit in Anglesea · ★4.29 · 1 bedroom · 2 beds · 1 bath,103913648,Surf Coast,-38.40778,144.1852,Entire home/apt,492,1,21,12-12-2023,0.34,13,348,5
28596350,Rental unit in Anglesea · ★4.29 · Studio · 1 bed · 1 bath,103913648,Surf Coast,-38.40778,144.1852,Entire home/apt,475,1,7,14-11-2023,0.11,13,326,2
28596659,Guesthouse in Belmont · ★4.91 · 1 bedroom · 1 bed · 1 bath,9000700,Greater Geelong,-38.17443,144.35036,Entire home/apt,200,1,394,05-03-2023,6.15,6,0,13
28596814,Rental unit in Anglesea · ★4.67 · Studio · 2 beds · 1 bath,103913648,Surf Coast,-38.40778,144.1852,Entire home/apt,495,1,21,04-11-2023,0.33,13,333,6
28597273,Rental unit in Anglesea · ★4.83 · Studio · 2 beds · 1 bath,103913648,Surf Coast,-38.40778,144.1852,Entire home/apt,475,1,40,10-12-2023,0.64,13,1,24
28611530,Cottage in Wangoom · ★4.82 · 2 bedrooms · 3 beds · 1 bath,215937337,Moyne,-38.35328,142.59747,Entire home/apt,186,2,152,09-12-2023,2.38,1,202,41
28639273,Cottage in Port Fairy · ★4.85 · 3 bedrooms · 5 beds · 1 bath,2090445,Moyne,-38.38863,142.21713,Entire home/apt,410,1,89,25-06-2023,1.46,1,0,14
28646364,Home in Skenes Creek · ★4.81 · 4 bedrooms · 7 beds · 3.5 baths,23012645,Colac Otway,-38.72363,143.71671,Entire home/apt,814,2,177,17-12-2023,2.77,36,234,22
28700665,Home in Barwon Heads · 5 bedrooms · 5 beds · 3.5 baths,104590870,Greater Geelong,-38.27594,144.48439,Entire home/apt,1000,14,2,13-01-2023,0.05,1,263,1
28718373,Townhouse in Barwon Heads · ★4.70 · 2 bedrooms · 4 beds · 1 bath,27192016,Greater Geelong,-38.28015,144.49147,Entire home/apt,504,2,10,14-01-2023,0.17,40,342,1
28718803,Rental unit in Allestree · ★4.71 · 2 bedrooms · 3 beds · 1 bath,129068180,Glenelg,-38.28556,141.64697,Entire home/apt,150,1,70,16-12-2023,1.1,4,291,5
28722824,Home in Indented Head · ★4.88 · 4 bedrooms · 4 beds · 2.5 baths,216662168,Greater Geelong,-38.13502,144.70429,Entire home/apt,577,3,17,03-01-2023,0.28,1,145,1
28723431,Cottage in Timboon · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,216665205,Corangamite,-38.4951,142.98185,Entire home/apt,156,30,97,15-03-2020,1.52,1,0,0
28724106,Home in Torquay · 4 bedrooms · 4 beds · 2 baths,216672070,Surf Coast,-38.30791,144.33151,Entire home/apt,950,4,0,,0.26,1,362,0
28742398,Villa in Warrnambool · ★4.98 · 2 bedrooms · 3 beds · 2 baths,216801657,Warrnambool,-38.35252,142.46608,Entire home/apt,186,60,88,14-03-2023,1.4,1,198,3
28766816,Rental unit in Warrnambool · ★4.84 · 1 bedroom · 1 bed · 1 bath,21655442,Warrnambool,-38.38803,142.48362,Entire home/apt,380,1,45,17-12-2023,0.72,3,122,12
28784524,Rental unit in Warrnambool · ★4.70 · 1 bedroom · 3 beds · 1 bath,21655442,Warrnambool,-38.38694,142.48447,Entire home/apt,364,1,40,27-09-2023,0.64,3,330,4
28788409,Home in Ocean Grove · ★4.93 · 4 bedrooms · 4 beds · 2.5 baths,38288325,Greater Geelong,-38.25768,144.50835,Entire home/apt,1000,2,56,24-12-2023,0.92,2,45,15
28789819,Home in Lorne · ★4.92 · 4 bedrooms · 7 beds · 2 baths,4339399,Surf Coast,-38.53259,143.96909,Entire home/apt,650,2,38,02-12-2023,0.64,1,305,6
28815539,Home in Torquay · ★5.0 · 4 bedrooms · 12 beds · 2 baths,37656190,Surf Coast,-38.31511,144.33762,Entire home/apt,603,2,18,26-12-2021,0.36,1,0,0
28817234,Home in Marengo · ★4.88 · 4 bedrooms · 4 beds · 2.5 baths,129562,Colac Otway,-38.78036,143.65718,Entire home/apt,436,2,73,16-12-2023,1.18,47,334,17
28824039,Home in Nelson · ★4.77 · 3 bedrooms · 4 beds · 1 bath,137727323,Glenelg,-38.04383,141.00784,Entire home/apt,116,2,93,01-12-2023,1.46,1,267,15
28853961,Home in Torquay · ★4.70 · 1 bedroom · 1 bed · 1.5 baths,541485,Surf Coast,-38.31755,144.3262,Private room,86,2,10,29-04-2023,0.17,2,81,3
28872593,Rental unit in Lorne · ★4.50 · 2 bedrooms · 3 beds · 1 bath,84586909,Surf Coast,-38.54817,143.98535,Entire home/apt,367,2,4,30-09-2023,0.07,587,159,1
28893343,Home in Marengo · ★4.30 · 4 bedrooms · 4 beds · 3 baths,84586909,Colac Otway,-38.7797,143.66301,Entire home/apt,394,2,27,10-04-2023,0.43,587,154,1
28917023,Home in Ocean Grove · ★4.90 · 3 bedrooms · 3 beds · 2.5 baths,57946482,Greater Geelong,-38.27027,144.541,Entire home/apt,259,2,30,23-04-2023,0.49,2,154,2
28924302,Home in Lorne · ★4.83 · 3 bedrooms · 4 beds · 2.5 baths,19553908,Surf Coast,-38.52917,143.97594,Entire home/apt,836,2,24,14-01-2023,0.4,1,0,2
28937839,Townhouse in Ocean Grove · ★4.97 · 3 bedrooms · 4 beds · 2.5 baths,25279433,Greater Geelong,-38.26715,144.51326,Entire home/apt,530,3,71,25-12-2023,1.13,1,327,7
28938317,Guest suite in Torquay · ★4.98 · Studio · 1 bed · 1 bath,2769681,Surf Coast,-38.30054,144.32592,Entire home/apt,328,3,319,06-12-2023,5.09,2,35,38
28970395,Home in Norlane · ★4.98 · 1 bedroom · 1 bed · 1 bath,155684953,Greater Geelong,-38.09693,144.359,Entire home/apt,193,2,246,12-12-2023,3.93,1,0,51
28972556,Home in Jan Juc · ★4.92 · 4 bedrooms · 4 beds · 4.5 baths,40242005,Surf Coast,-38.3549,144.28809,Entire home/apt,2070,2,13,12-01-2021,0.21,1,22,0
28973840,Home in Portarlington · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,218357738,Greater Geelong,-38.12405,144.63011,Entire home/apt,360,3,24,13-04-2023,0.39,1,334,4
28988942,Townhouse in Torquay · ★4.40 · 3 bedrooms · 6 beds · 1.5 baths,51748440,Surf Coast,-38.31949,144.32469,Entire home/apt,448,2,10,13-03-2023,0.16,136,345,1
29013446,Guesthouse in Portarlington · ★5.0 · Studio · 1 bed · 1 bath,67725591,Greater Geelong,-38.11297,144.65959,Entire home/apt,220,2,30,09-12-2023,0.49,1,148,9
29014833,Rental unit in Lorne · ★4.76 · 3 bedrooms · 5 beds · 2 baths,32797761,Surf Coast,-38.5388,143.9732,Entire home/apt,805,2,46,23-11-2023,0.74,23,308,7
29099917,Home in Torquay · ★4.95 · 3 bedrooms · 4 beds · 1 bath,11711091,Surf Coast,-38.32599,144.31053,Entire home/apt,614,2,42,03-12-2023,1.92,1,70,21
29132715,Cottage in Tanybryn · ★4.76 · 2 bedrooms · 3 beds · 1 bath,1842081,Colac Otway,-38.65949,143.71614,Entire home/apt,250,1,239,30-08-2023,3.81,2,317,24
29158198,Home in Jan Juc · ★5.0 · 3 bedrooms · 3 beds · 2 baths,51678707,Surf Coast,-38.3519,144.29517,Entire home/apt,848,2,16,02-01-2023,0.26,153,26,1
29164515,Home in Tanybryn · ★4.92 · 3 bedrooms · 5 beds · 1.5 baths,1842081,Colac Otway,-38.65884,143.71385,Entire home/apt,529,3,12,03-01-2021,0.2,2,9,0
29165354,Bungalow in Port Fairy · ★4.93 · 1 bedroom · 1 bed · 1 bath,36489878,Moyne,-38.38521,142.23791,Entire home/apt,312,1,340,21-12-2023,5.37,3,0,59
29191383,Home in Anglesea · 4 bedrooms · 4 beds · 2 baths,98362024,Surf Coast,-38.41436,144.18233,Entire home/apt,525,3,2,22-09-2019,0.04,113,327,0
29193945,Home in Point Lonsdale · 4 bedrooms · 4 beds · 2 baths,9733590,Greater Geelong,-38.28255,144.60273,Entire home/apt,186,7,0,,0.3,1,0,0
29237485,Cottage in Bellbrae · ★4.87 · 1 bedroom · 1 bed · 1 bath,115104757,Surf Coast,-38.36045,144.25037,Entire home/apt,257,1,38,07-10-2023,0.6,3,21,1
29243461,Home in Saint Leonards · ★4.97 · 3 bedrooms · 5 beds · 2 baths,220320031,Greater Geelong,-38.18361,144.70782,Entire home/apt,600,2,65,24-11-2023,1.04,1,161,6
29244073,Cottage in Ocean Grove · ★4.95 · 2 bedrooms · 2 beds · 1 bath,56014264,Greater Geelong,-38.25305,144.53254,Entire home/apt,314,2,131,26-11-2023,2.17,1,339,26
29283782,Home in Jan Juc · ★5.0 · 5 bedrooms · 9 beds · 2 baths,67364645,Surf Coast,-38.33842,144.30603,Entire home/apt,900,4,7,06-01-2023,0.12,1,256,1
29294890,Home in Lorne · ★4.75 · 3 bedrooms · 8 beds · 2.5 baths,56443629,Surf Coast,-38.54605,143.97888,Entire home/apt,707,2,64,05-10-2023,1.16,1,140,8
29313637,Cottage in Barrabool · ★4.89 · 1 bedroom · 1 bed · 1 bath,63823208,Surf Coast,-38.17651,144.23432,Entire home/apt,300,2,38,04-11-2023,0.62,1,58,6
29313672,Home in Separation Creek · ★4.21 · 3 bedrooms · 4 beds · 1 bath,84586909,Colac Otway,-38.62753,143.90006,Entire home/apt,283,2,19,17-09-2023,0.33,587,119,3
29364141,Home in Point Lonsdale · ★5.0 · 4 bedrooms · 5 beds · 2 baths,129945846,Queenscliffe,-38.27809,144.6099,Entire home/apt,627,1,14,10-04-2023,0.22,58,318,2
29374689,Home in Skenes Creek · ★4.81 · 3 bedrooms · 3 beds · 2 baths,104022814,Colac Otway,-38.72340012,143.7140045,Entire home/apt,812,2,139,12-11-2023,2.23,65,253,9
29404042,Home in Ocean Grove · ★4.79 · 4 bedrooms · 7 beds · 2 baths,436105044,Greater Geelong,-38.26278,144.55337,Entire home/apt,851,2,99,25-11-2023,1.58,67,39,12
29423225,Home in Newtown · ★4.85 · 2 bedrooms · 2 beds · 1.5 baths,104565655,Greater Geelong,-38.15402,144.34964,Entire home/apt,300,2,60,15-02-2023,0.97,1,62,6
29443665,Bed and breakfast in Portarlington · ★4.96 · 1 bedroom · 1 bed · 1 private bath,136283735,Greater Geelong,-38.12212,144.63321,Private room,146,1,321,15-12-2023,5.18,1,307,60
29468038,Home in Queenscliff · ★4.96 · 3 bedrooms · 4 beds · 1.5 baths,221960270,Queenscliffe,-38.27036,144.65817,Entire home/apt,350,2,68,27-11-2023,1.09,1,49,6
29490778,Home in Torquay · 3 bedrooms · 4 beds · 2 baths,198475000,Surf Coast,-38.33466,144.31014,Entire home/apt,328,7,1,01-01-2021,0.03,1,0,0
29492986,Home in Aireys Inlet · 2 bedrooms · 3 beds · 1 bath,98362024,Surf Coast,-38.464104,144.105438,Entire home/apt,350,7,1,14-11-2020,0.03,113,179,0
29493126,Home in Torquay · ★4.64 · 3 bedrooms · 4 beds · 1.5 baths,173429646,Surf Coast,-38.32503,144.32417,Entire home/apt,329,2,88,17-11-2023,1.48,43,103,13
29518177,Rental unit in Lorne · ★4.70 · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.54817,143.98535,Entire home/apt,424,2,10,14-11-2021,0.17,587,144,0
29528250,Guest suite in Warrnambool · ★4.88 · 1 bedroom · 1 bed · 1 bath,222349954,Warrnambool,-38.39064,142.46698,Entire home/apt,448,1,134,20-06-2023,2.17,1,0,15
29544767,Rental unit in Lorne · ★4.33 · 3 bedrooms · 3 beds · 2 baths,84586909,Surf Coast,-38.54817,143.98535,Entire home/apt,453,2,3,20-02-2021,0.05,587,145,0
29555145,Rental unit in Warrnambool · ★4.90 · Studio · 1 bed · 1 bath,113467040,Warrnambool,-38.38076,142.48905,Entire home/apt,805,1,80,24-01-2021,1.27,1,0,0
29599844,Home in Torquay · ★5.0 · 4 bedrooms · 5 beds · 3.5 baths,130214129,Surf Coast,-38.30825,144.34791,Entire home/apt,550,3,3,04-01-2023,0.05,1,239,1
29606859,Home in Torquay · ★4.89 · 3 bedrooms · 11 beds · 2 baths,146428419,Surf Coast,-38.33112,144.32317,Entire home/apt,570,1,64,15-07-2023,1.05,2,4,1
29618174,Home in Skenes Creek · ★4.63 · 3 bedrooms · 4 beds · 2 baths,127426445,Colac Otway,-38.72181,143.71491,Entire home/apt,182,2,41,15-12-2023,0.67,1,95,16
29632684,Cottage in Beech Forest · ★4.61 · 2 bedrooms · 2 beds · 1 bath,51605270,Colac Otway,-38.63717,143.57718,Entire home/apt,529,3,83,17-01-2023,1.36,1,0,2
29633264,Guest suite in Warrnambool · ★4.98 · 1 bedroom · 2 beds · 1 bath,31439260,Warrnambool,-38.37077,142.50393,Entire home/apt,124,1,155,10-12-2023,2.49,1,62,43
29633515,Home in Apollo Bay · ★4.48 · 3 bedrooms · 3 beds · 1 bath,84586909,Colac Otway,-38.74911,143.66908,Entire home/apt,212,2,31,18-11-2023,0.52,587,70,1
29642943,Villa in Wensleydale · ★4.99 · 3 bedrooms · 5 beds · 2.5 baths,23278261,Surf Coast,-38.3365,144.0442,Entire home/apt,1350,1,127,03-12-2023,2.06,1,172,30
